Kota Inflasi,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017
KOTA MATARAM,-0.16,-0.19,-0.15,-0.12,-0.11,-0.03,0.03,0.25,5.37,5.38,5.41,5.41
KOTA BIMA,-0.05,-0.11,-0.02,0.00,0.17,0.16,0.21,0.47,0.38,0.45,0.50,0.49
MAUMERE,0.11,0.45,0.32,0.30,0.34,0.41,0.48,1.05,1.05,1.05,1.07,1.11
KOTA KUPANG,0.49,0.00,0.06,0.40,0.21,0.23,0.16,1.32,5.01,5.02,5.05,5.05
DILI,0.01,0.13,0.33,0.62,0.62,0.63,3.60,8.09,8.08,8.14,8.14,8.14
KOTA PONTIANAK,-0.07,-0.05,-0.08,-0.10,-0.11,-0.08,-0.08,1.75,2.29,2.25,2.32,2.37
KOTA SINGKAWANG,1.56,1.56,1.55,1.50,1.56,2.09,1.97,2.07,2.26,2.38,2.49,2.43
SAMPIT,0.09,0.05,0.14,0.18,0.04,-0.17,1.34,2.27,2.31,2.31,2.59,2.36
KOTA PALANGKA RAYA,0.02,-0.17,-0.17,0.02,0.02,0.04,0.19,0.25,0.31,0.31,0.35,0.36
TANJUNG,0.33,0.20,0.10,-0.07,0.29,-0.37,-0.26,0.13,0.19,0.18,0.12,0.25
KOTA BANJARMASIN,-0.01,0.02,0.03,0.02,-0.02,-0.09,1.07,1.69,1.67,1.56,1.60,1.60
KOTA BALIKPAPAN,0.02,0.07,0.22,0.35,0.55,0.74,1.48,2.42,2.44,2.48,2.59,2.70
KOTA SAMARINDA,0.28,0.23,0.16,0.48,0.59,0.59,0.59,0.59,0.64,0.62,0.62,0.62
KOTA TARAKAN,0.14,0.24,0.31,0.31,0.09,0.25,0.20,0.23,0.23,0.24,0.23,0.31
KOTA MANADO,-0.03,-0.03,-0.06,-0.06,0.04,0.29,-1.48,-1.44,-1.44,-1.40,-1.53,-1.56
KOTA PALU,-0.02,-0.02,-0.02,-0.02,-0.19,-0.19,0.01,0.01,-0.02,-0.16,-0.22,-0.18
BULUKUMBA,-0.11,-0.29,-0.28,-0.28,1.18,1.00,1.00,1.00,8.70,9.25,9.25,9.81
WATAMPONE,0.01,0.01,0.11,0.12,0.15,0.15,0.19,1.66,4.05,4.05,4.07,4.11
KOTA MAKASSAR,0.02,0.02,0.05,-0.03,0.04,-0.04,0.13,0.17,5.37,5.38,5.38,5.54
KOTA PARE-PARE,0.30,0.50,0.50,0.58,0.58,0.58,0.80,1.68,1.68,1.68,1.68,1.68
KOTA PALOPO,-0.01,-0.02,-0.01,0.01,0.03,0.04,0.43,0.52,0.52,0.54,0.55,0.55
KOTA KENDARI,0.25,0.29,0.30,0.44,0.48,1.10,1.12,1.13,1.13,1.13,1.13,1.14
KOTA BAU-BAU,0.01,0.12,0.30,0.27,0.26,0.30,0.51,0.52,2.67,2.69,2.70,2.72
KOTA GORONTALO,0.03,0.10,0.18,0.18,0.12,0.17,13.83,13.82,13.82,13.82,13.78,13.78
MAMUJU,-0.10,0.11,0.16,0.15,0.10,0.02,0.02,0.25,0.38,0.38,0.38,0.48
KOTA AMBON,0.01,0.04,0.01,0.01,0.02,0.24,0.24,0.24,0.25,0.30,0.31,0.40
KOTA TUAL,0.06,0.06,0.07,0.07,0.07,0.02,0.12,1.29,1.29,1.29,1.29,1.43
KOTA TERNATE,0.21,0.25,0.54,0.50,0.50,0.41,0.54,1.01,1.03,1.03,1.03,1.03
MANOKWARI,0.00,0.10,0.14,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.11,0.18
KOTA SORONG,3.67,3.70,3.90,3.98,4.13,4.03,4.03,4.01,4.01,4.03,4.09,4.14
MERAUKE,0.00,0.01,0.01,0.01,0.51,0.33,0.97,1.90,1.87,1.87,1.89,1.92
KOTA JAYAPURA,0.12,0.20,0.29,0.32,0.36,0.42,1.04,1.94,2.99,3.16,3.26,3.33
