Kota Inflasi,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018
KOTA BALIKPAPAN,0.00,0.00,0.00,0.01,0.01,0.01,2.56,2.57,2.57,2.57,2.57,2.57
KOTA SAMARINDA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,1.09,1.09,1.09
KOTA TARAKAN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA MANADO,0.28,0.28,0.28,0.28,0.28,0.28,0.43,3.01,9.17,9.17,9.17,9.17
KOTA PALU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BULUKUMBA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.57,0.57,0.57
WATAMPONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA MAKASSAR,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.63,0.63,0.63,2.22,2.22
KOTA PARE-PARE,0.00,0.00,0.00,0.00,0.00,0.00,2.70,2.70,2.70,2.70,2.70,2.70
KOTA PALOPO,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,3.85,3.85,3.85,3.85
KOTA KENDARI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07
KOTA BAU-BAU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.70,7.70,7.70,7.70,7.70
KOTA GORONTALO,0.00,0.00,0.00,0.00,0.00,0.00,7.63,7.63,7.63,7.63,7.63,7.63
MAMUJU,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.14,0.14,0.14,0.14
KOTA AMBON,0.88,0.88,0.88,0.88,0.88,0.88,1.22,1.22,1.22,1.38,1.38,1.38
KOTA TUAL,0.00,0.32,0.32,0.32,0.32,0.32,0.32,9.24,9.24,9.24,9.24,9.24
KOTA TERNATE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,2.21,2.21,2.21,2.21
MANOKWARI,0.00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
KOTA SORONG,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MERAUKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.38,5.38,5.38,5.38
KOTA JAYAPURA,0.04,0.05,0.05,0.05,0.05,0.07,1.37,2.97,3.71,3.78,3.78,3.79
