Kota Inflasi,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019
KOTA PANGKAL PINANG,0.00,0.00,0.00,0.00,0.00,0.00,2.58,2.41,2.41,2.41,2.41,2.41
KOTA BATAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,5.60,5.60,5.60,5.60
KOTA TANJUNG PINANG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.74,5.74,5.74,5.74,5.74
DKI JAKARTA,0.00,0.00,0.00,0.00,0.04,0.04,2.58,2.58,2.58,2.58,2.58,2.58
KOTA BOGOR,0.81,0.96,0.96,0.96,0.96,0.96,0.96,7.94,10.37,10.37,10.37,10.37
KOTA SUKABUMI,0.00,0.00,0.00,0.00,0.00,0.00,0.60,5.12,5.12,6.36,6.36,6.36
KOTA BANDUNG,0.79,0.79,0.79,0.79,0.79,0.79,0.79,1.95,1.95,2.76,2.76,2.76
KOTA CIREBON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,3.99,3.99,3.99,3.99
KOTA BEKASI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,7.50,7.50,7.50,7.50
KOTA DEPOK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,4.34,4.34,4.34,4.34
KOTA TASIKMALAYA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,2.27,2.27,2.27,2.27
CILACAP,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.17,0.59,0.59,0.59
PURWOKERTO,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00
KUDUS,0.00,0.00,0.00,0.00,0.00,0.00,3.01,6.01,6.01,7.28,7.28,7.28
KOTA SURAKARTA,0.00,0.61,0.61,0.61,0.61,0.61,0.61,1.88,1.88,2.30,2.30,2.30
KOTA SEMARANG,0.00,0.00,0.00,0.00,0.00,0.00,0.78,1.45,3.39,3.39,3.39,3.39
KOTA TEGAL,0.00,0.00,0.00,0.17,0.18,0.18,6.19,6.10,6.10,6.10,6.10,6.10
KOTA YOGYAKARTA,0.00,0.00,0.00,0.00,0.00,0.00,0.08,3.24,3.79,6.03,6.03,6.03
JEMBER,0.00,0.00,0.00,0.00,0.00,0.00,0.18,6.01,7.02,7.02,7.02,7.02
BANYUWANGI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,1.93,1.93,1.93,1.93
SUMENEP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,1.81,1.81,1.81,1.81
KOTA KEDIRI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,1.83,1.83,1.83,1.83
KOTA MALANG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.52,0.52,0.52
KOTA PROBOLINGGO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.98,0.98
KOTA MADIUN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,1.76,1.76,1.76,1.76
KOTA SURABAYA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,6.97,6.97,6.97,6.97
KOTA TANGERANG,0.00,0.00,0.00,0.00,0.00,0.00,1.38,1.38,2.25,2.25,2.25,2.25
KOTA CILEGON,0.98,0.98,0.98,0.98,0.98,0.98,6.14,6.14,6.14,6.14,6.14,6.14
KOTA SERANG,0.00,0.00,0.00,0.00,0.00,0.00,1.98,1.98,1.98,1.98,1.98,1.98
SINGARAJA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.24,11.24,11.24,11.24,11.24
KOTA DENPASAR,0.00,0.00,0.00,0.00,0.00,0.00,0.22,8.84,9.02,9.02,9.02,9.02
KOTA MATARAM,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.70,1.70,1.70,1.70,1.70
KOTA BIMA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,2.81,2.81,2.81,2.81
MAUMERE,0.37,0.37,0.37,0.37,0.37,0.37,1.48,1.48,1.48,1.48,1.48,1.48
KOTA KUPANG,0.00,0.00,0.00,0.00,0.00,0.00,2.89,2.89,3.35,3.35,3.35,3.35
DILI,0.00,0.00,0.00,0.00,0.00,0.00,2.44,3.01,3.01,3.01,3.01,3.01
KOTA PONTIANAK,1.01,1.01,1.01,1.01,1.01,1.01,5.67,5.67,5.67,6.46,6.46,6.46
KOTA SINGKAWANG,0.00,0.00,0.00,0.00,0.00,0.00,1.64,6.96,8.39,8.39,8.39,8.39
SAMPIT,0.00,0.00,0.00,0.00,0.00,0.00,2.93,2.94,4.02,4.02,4.02,4.02
KOTA PALANGKA RAYA,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.40,1.40,1.40,1.40,1.40
TANJUNG,0.00,0.00,0.00,0.00,0.00,0.00,1.21,1.92,1.92,1.92,1.92,1.92
KOTA BANJARMASIN,0.87,0.87,1.78,1.78,1.78,1.78,4.30,4.73,6.49,6.49,6.49,6.49
KOTA BALIKPAPAN,0.00,0.00,0.00,0.00,0.00,0.00,3.81,4.45,4.45,4.45,4.47,4.47
KOTA SAMARINDA,0.00,0.00,0.00,0.00,0.00,0.40,7.11,7.11,7.11,7.17,7.17,7.17
KOTA TARAKAN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.32,10.32,10.32,10.32,10.32
KOTA MANADO,0.00,0.52,0.52,0.52,0.52,0.52,3.43,3.77,6.93,6.93,6.93,6.93
KOTA PALU,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.46,0.46,0.46,0.46
BULUKUMBA,0.00,0.00,0.00,0.00,0.00,0.00,0.82,12.86,12.86,12.86,12.86,12.86
WATAMPONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,2.89,2.89,2.89,2.89
KOTA MAKASSAR,0.00,0.00,0.00,0.00,0.00,0.00,8.73,8.73,8.73,8.73,8.73,8.73
KOTA PARE-PARE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,4.51,4.51,4.51,4.51
KOTA PALOPO,0.00,0.00,0.00,0.00,0.00,0.00,5.28,5.28,5.28,7.22,7.22,7.22
KOTA KENDARI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.88,0.88,0.88
KOTA BAU-BAU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,7.23,7.23,7.23,7.23
KOTA GORONTALO,0.00,0.00,0.00,0.00,0.00,0.00,2.23,4.38,4.38,4.38,4.38,4.38
MAMUJU,0.00,0.00,0.00,0.00,0.00,0.00,6.62,16.37,16.37,16.69,16.69,16.69
KOTA AMBON,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.77,0.77,0.77,0.77,0.77
KOTA TUAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.53,0.53,0.53
KOTA TERNATE,0.18,0.18,0.18,0.27,0.27,0.49,0.49,6.64,6.64,6.64,6.64,6.64
MANOKWARI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA SORONG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERAUKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KOTA JAYAPURA,0.08,0.09,0.10,0.10,0.11,0.11,1.28,3.38,4.18,4.29,4.29,4.29
